id,mesa,numero,cor,paridade,horario_brasilia,iniciado_utc,finalizado_utc,numeros_sorte
6ab50d83b8c045d9c3132437,Red Door Roulette,9,Vermelho,Impar,2026-09-24 08:46:11,2026-09-24T11:44:12.093Z,2026-09-24T11:46:11.436Z,4x1 7x1 9x1 12x1 16x1 17x1 26x1
6ab50dc1b8c045d9c313243b,Red Door Roulette,12,Vermelho,Par,2026-09-24 08:47:12,2026-09-24T11:46:12.543Z,2026-09-24T11:47:12.746Z,0x1 1x1 4x2 10x1 13x1 15x1 18x1 19x1 21x3 31x1
6ab50dfeb8c045d9c3132440,Red Door Roulette,7,Vermelho,Impar,2026-09-24 08:48:14,2026-09-24T11:47:15.850Z,2026-09-24T11:48:14.244Z,3x1 12x1 19x4 26x1 27x1 32x1 35x1
6ab50e3bb8c045d9c3132446,Red Door Roulette,18,Vermelho,Par,2026-09-24 08:49:15,2026-09-24T11:48:17.343Z,2026-09-24T11:49:15.295Z,13x1 19x1 22x1 25x1 29x1 33x1 35x1 36x1
6ab50eb0168778662ac419a9,Red Door Roulette,25,Vermelho,Impar,2026-09-24 08:51:08,2026-09-24T11:49:18.374Z,2026-09-24T11:51:08.966Z,15x1 22x1 5x1 25x1 20x1 18x1 3x1
6ab50f36168778662ac419b4,Red Door Roulette,8,Preto,Par,2026-09-24 08:53:23,2026-09-24T11:51:16.237Z,2026-09-24T11:53:23.231Z,8x3 22x1 28x1 17x1 25x1 14x1
6ab50fb6685dfe1d37e9dffe,Red Door Roulette,11,Preto,Impar,2026-09-24 08:55:21,2026-09-24T11:53:31.435Z,2026-09-24T11:55:21.378Z,11x1 25x1 31x1 18x1 30x2 3x1
6ab50feb0cc1e997df97e513,Red Door Roulette,28,Preto,Par,2026-09-24 08:56:27,2026-09-24T11:55:29.577Z,2026-09-24T11:56:27.279Z,1x1 5x1 8x1 11x2 17x1 18x1 23x1 25x1
6ab510270cc1e997df97e51c,Red Door Roulette,28,Preto,Par,2026-09-24 08:57:26,2026-09-24T11:56:30.357Z,2026-09-24T11:57:26.765Z,0x1 1x1 2x1 5x1 6x1 26x1 32x1 35x1
6ab510620cc1e997df97e522,Red Door Roulette,21,Vermelho,Impar,2026-09-24 08:58:26,2026-09-24T11:57:29.848Z,2026-09-24T11:58:26.272Z,1x1 2x1 3x1 6x1 8x1 13x3 15x1 19x1 20x1 24x1 26x1 27x1 28x1 29x1 30x1
6ab510b1685dfe1d37e9e021,Red Door Roulette,31,Preto,Impar,2026-09-24 08:59:26,2026-09-24T11:58:29.371Z,2026-09-24T11:59:26.267Z,33x1 6x2 14x1 18x1 29x1 30x1 7x7
6ab510d8c1e7dd1092735ee8,Red Door Roulette,13,Preto,Impar,2026-09-24 09:00:23,2026-09-24T11:59:29.369Z,2026-09-24T12:00:23.777Z,7x1 11x1 25x1 28x10 32x1 34x1 36x4
6ab51110c1e7dd1092735eec,Red Door Roulette,15,Preto,Impar,2026-09-24 09:01:20,2026-09-24T12:00:26.906Z,2026-09-24T12:01:20.274Z,7x1 11x1 12x1 25x1 28x1 29x1 30x1 32x1 34x1 36x1
6ab51149c1e7dd1092735eef,Red Door Roulette,25,Vermelho,Impar,2026-09-24 09:02:17,2026-09-24T12:01:23.381Z,2026-09-24T12:02:17.269Z,3x1 6x1 7x1
6ab51185c1e7dd1092735ef2,Red Door Roulette,24,Preto,Par,2026-09-24 09:03:17,2026-09-24T12:02:20.392Z,2026-09-24T12:03:17.283Z,3x1 5x2 6x1 14x1 15x1 22x1 29x1 30x1 34x1
6ab511fa685dfe1d37e9e058,Red Door Roulette,13,Preto,Impar,2026-09-24 09:05:11,2026-09-24T12:03:20.387Z,2026-09-24T12:05:11.434Z,15x2 13x1 24x1 10x1 21x1 32x1 14x1 27x1
6ab5123bc1e7dd1092735efb,Red Door Roulette,35,Preto,Impar,2026-09-24 09:06:18,2026-09-24T12:05:18.661Z,2026-09-24T12:06:18.767Z,1x1 7x1 9x1 18x1 20x1 22x1 29x1 36x1
6ab51273c1e7dd1092735eff,Red Door Roulette,33,Preto,Impar,2026-09-24 09:07:14,2026-09-24T12:06:21.873Z,2026-09-24T12:07:14.774Z,0x1 5x1 10x15 12x5 18x1 19x1 20x1 25x1 27x1 29x1 32x4 36x1
6ab5130c685dfe1d37e9e086,Red Door Roulette,33,Preto,Impar,2026-09-24 09:09:45,2026-09-24T12:07:17.858Z,2026-09-24T12:09:45.715Z,34x1 4x1 9x1 33x1 22x1 5x3 2x1 28x1
6ab5134ac1e7dd1092735f0d,Red Door Roulette,36,Vermelho,Par,2026-09-24 09:10:50,2026-09-24T12:09:52.943Z,2026-09-24T12:10:50.284Z,3x1 4x1 5x1 6x1 10x4 12x1 14x1 17x1 35x1
6ab513dd685dfe1d37e9e0a8,Red Door Roulette,23,Vermelho,Impar,2026-09-24 09:13:15,2026-09-24T12:10:53.345Z,2026-09-24T12:13:15.060Z,23x1 9x1 33x7 22x1 26x1 5x1 29x1 3x1 20x1 27x1
6ab5141bc1e7dd1092735f16,Red Door Roulette,0,Verde,None,2026-09-24 09:14:19,2026-09-24T12:13:22.285Z,2026-09-24T12:14:19.301Z,2x1 11x1 17x1 18x1 20x1 26x1 28x1 29x1
6ab51456c1e7dd1092735f1a,Red Door Roulette,23,Vermelho,Impar,2026-09-24 09:15:18,2026-09-24T12:14:22.393Z,2026-09-24T12:15:18.282Z,0x1 2x1 7x1 13x1 21x4 26x1 27x2 28x1 32x1 33x1
6ab5148fc1e7dd1092735f1e,Red Door Roulette,16,Vermelho,Par,2026-09-24 09:16:14,2026-09-24T12:15:21.363Z,2026-09-24T12:16:14.787Z,1x1 15x1 24x1 28x1 32x1
6ab514cdc1e7dd1092735f23,Red Door Roulette,18,Vermelho,Par,2026-09-24 09:17:17,2026-09-24T12:16:17.873Z,2026-09-24T12:17:17.365Z,2x1 19x1 21x1 25x1 27x1 31x1 32x1 33x1 34x1
6ab5150cc1e7dd1092735f27,Red Door Roulette,31,Preto,Impar,2026-09-24 09:18:20,2026-09-24T12:17:20.461Z,2026-09-24T12:18:20.291Z,0x1 2x1 5x1 7x1 10x1 11x1 14x1 15x1 16x7 25x1 26x2 28x1 32x1
6ab51548c1e7dd1092735f2a,Red Door Roulette,10,Preto,Par,2026-09-24 09:19:20,2026-09-24T12:18:23.435Z,2026-09-24T12:19:20.296Z,4x2 11x2 13x1 14x1 17x1 27x1 30x1 34x10
